id,Rel,updated_by,name,category_id,TK1,cat1,price,FINAL SUB SUB CAT,FINAL SUB CAT,FINAL CAT,SUB CAT ID,SUB CAT ID.1,CAT ID,TAGS,image
27348,Y,,ceramic rabbit statue,2069,2168,2168,499,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"ceramic rabbit statue, unique home decor figurine, modern art bunny sculpture, black gold rabbit showpiece, designer animal art collectible, stylish tabletop accent, statement living room decor, giftable animal decor item, artistic rabbit ornament, contemporary home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180158_1767607611453_6bbcix.jpg
27349,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, ethnic home decor figurine, traditional indian sculpture, decorative women showpiece, handcrafted art figurine, designer tabletop accent, bronze finish decor piece, statement living room decor, giftable artistic statue, cultural home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180252_1767607806214_mb9p8s.jpg
27350,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, decorative bust sculpture, modern home decor figurine, black gold art showpiece, designer tabletop accent, statement living room decor, artistic floral head figurine, giftable art decor item, contemporary home accessory, stylish female sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180241_1767607807153_ytrml6.jpg
27351,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, decorative bust sculpture, bronze finish figurine, ethnic home decor accent, designer tabletop showpiece, statement living room decor, artistic female bust ornament, cultural art figurine, giftable art decor item, stylish home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180238_1767607808070_6moegq.jpg
27352,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, bronze finish figurine, ethnic home decor accent, decorative female showpiece, designer tabletop statuette, statement living room decor, giftable art decor item, cultural art figurine, stylish home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180275_1767607809162_bfid2t.jpg
27353,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, decorative tribal figurine, bronze finish art piece, ethnic home decor accent, designer tabletop showpiece, statement living room decor, handcrafted art collectible, giftable artistic figurine, stylish cultural home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180222_1767607810252_bss5ru.jpg
27354,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, decorative tribal figurine, bronze finish art piece, ethnic home decor accent, designer tabletop showpiece, statement living room decor, handcrafted art collectible, cultural home accessory, giftable artistic figurine",https://zulushop.in/uploads/media/2025/scaled_1000180178_1767607811312_d9ob3b.jpg
27355,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, decorative tribal figurine, bronze finish art piece, ethnic home decor accent, designer tabletop showpiece, statement living room decor, handcrafted art collectible, cultural home accessory, giftable artistic figurine",https://zulushop.in/uploads/media/2025/scaled_1000180152_1767607812348_s0hhin.jpg
27356,Y,,women art statue,2069,2168,2168,750,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, floral headdress figurine, gold accent art piece, ethnic home decor accent, designer tabletop showpiece, statement living room decor, handcrafted art collectible, giftable artistic figurine, stylish cultural home accessory",https://zulushop.in/uploads/media/2025/scaled_1000180336_1767607813491_dn5wv5.jpg
27357,Y,,women art statue,2069,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"women art statue, african bust sculpture, decorative tribal figurine, gold accent art piece, ethnic home decor accent, designer tabletop showpiece, statement living room decor, handcrafted art collectible, cultural home accessory, giftable artistic figurine",https://zulushop.in/uploads/media/2025/scaled_1000180349_1767607814598_surz9n.jpg
27358,Y,,bull statue for home decor,2069,2168,2168,2000,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"bull statue for home decor, luxury bull figurine, feng shui bull showpiece, ornate tabletop sculpture, bronze finish art piece, statement living room decor, designer home accessory, handcrafted collectible figurine, traditional wealth symbol, giftable decorative sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180243_1767608107355_bmbwaa.jpg
27362,Y,,lion art statue,2069,2168,2168,599,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lion art statue, decorative animal figurine, fantasy lion sculpture, bronze finish art piece, designer tabletop showpiece, statement living room decor, handcrafted collectible figurine, unique home decor accent, stylish animal home accessory, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180332_1767608812774_xyqyjs.jpg
27363,Y,,lion art statue,2069,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lion art statue, decorative animal figurine, fantasy lion sculpture, designer tabletop showpiece, statement living room decor, green coat lion figurine, handcrafted collectible figurine, unique home decor accent, stylish animal home accessory, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180320_1767608821056_fgsxdt.jpg
27364,Y,,lion art statue,2069,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"dog art statue, decorative animal figurine, renaissance dog sculpture, french bulldog showpiece, designer tabletop decor, statement living room accessory, handcrafted collectible figurine, unique home decor accent, stylish animal home accessory, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180185_1767608874644_l0fw0c.jpg
27365,Y,2689,yoga lady on ball statue,2069,2168,2168,999,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"yoga lady on ball statue, decorative yoga figurine, modern art sculpture, abstract human showpiece, bronze finish art piece, designer tabletop decor, statement living room accent, handcrafted collectible figurine, unique home decor accessory, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180334_1767609139747_vzmh8w.jpg
27469,Y,,bull dog statue,1874,2168,2168,499,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"bull dog statue, decorative animal figurine, matte black dog sculpture, modern art showpiece, designer tabletop decor, statement living room accent, handcrafted collectible figurine, unique home decor accessory, stylish animal home accessory, giftable decorative sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180224_1767859181093_80wprw.jpg
27470,Y,,guitar art showpiece,1874,2168,2168,799,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"violin art showpiece, decorative musical figurine, vintage violin sculpture, instrument art decor, designer tabletop accessory, statement living room decor, handcrafted collectible figurine, unique home decor accent, stylish music themed accessory, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180303_1767859301188_8ymhz1.jpg
27471,Y,,red roses ceramic christmas tree,1874,2168,2168,599,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"red roses ceramic christmas tree, decorative holiday figurine, handpainted ceramic showpiece, festive floral art sculpture, designer tabletop decor, unique christmas home accent, statement living room decoration, seasonal collectible figurine, stylish holiday home accessory, giftable christmas sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180240_1767859510500_m53lkq.jpg
27472,Y,,statue of liberty,1874,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"statue of liberty showpiece, decorative landmark figurine, american art sculpture, bronze finish liberty statue, designer tabletop decor, statement living room accent, handcrafted collectible figurine, unique home decor accessory, symbolic freedom art piece, giftable artistic sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180188_1767859647848_f4sy3n.jpg
27473,Y,,swan showpiece for home decor,1874,2168,2168,1199,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"swan showpiece for home decor, decorative swan figurine, elegant art sculpture, gold and white swan statue, designer tabletop decor, luxury living room accent, handcrafted collectible figurine, unique home decor accessory, romantic swan couple ornament, giftable decorative sculpture",https://zulushop.in/uploads/media/2025/scaled_1000180268_1767862473989_09jbw9.jpg
27728,Y,7227,fire pit for home,1874,2168,2168,3500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"fire pit for home decor, decorative fire pit sculpture, modern black fire bowl, contemporary art showpiece, designer tabletop accent, statement living room decor, unique home decor accessory, stylish metal art figurine, minimalist fireplace sculpture, giftable decorative showpiece",https://zulushop.in/uploads/media/2025/scaled_1000122019_1768205881225_q4xv8y.jpg
27729,Y,7227,fire pit for home,1874,2168,2168,2500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"fire pit for home decor, decorative fire pit sculpture, modern black fire bowl, contemporary art showpiece, designer tabletop accent, statement living room decor, unique home decor accessory, stylish metal art figurine, minimalist fireplace sculpture, giftable decorative showpiece",https://zulushop.in/uploads/media/2025/scaled_1000122017_1768205883103_ckstas.jpg
27730,Y,7227,fire pit for home,1874,2168,2168,2500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"fire pit for home decor, decorative fire pit sculpture, modern black fire bowl, contemporary art showpiece, designer tabletop accent, statement living room decor, unique home decor accessory, stylish metal art figurine, minimalist fireplace sculpture, giftable decorative showpiece",https://zulushop.in/uploads/media/2025/scaled_1000122016_1768205885202_867n2l.jpg
27829,Y,,elephant art showpiece,1874,2168,2168,400,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"elephant art showpiece, decorative elephant figurine, bronze finish elephant statue, designer tabletop decor, unique home decor accessory, handcrafted collectible figurine, statement living room accent, modern animal sculpture, luxury art showpiece, giftable decorative elephant",https://zulushop.in/uploads/media/2025/scaled_1000184073_1768291711147_8dlwoq.jpg
27830,Y,,baby elephant art showpiece,1874,2168,2168,400,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"baby elephant art showpiece, decorative elephant figurine bowl, antique finish elephant sculpture, designer tabletop decor, unique home decor accessory, handcrafted collectible figurine, statement living room accent, traditional art showpiece, bronze color elephant decor, giftable decorative elephant",https://zulushop.in/uploads/media/2025/scaled_1000184091_1768291956944_g7whpq.jpg
27834,Y,,man face statue (art showpiece),1874,2168,2168,1500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"man face statue art showpiece, decorative face sculpture, antique finish man figurine, unique home decor accessory, statement living room accent, modern art figurine, designer tabletop decor, handcrafted collectible statue, bronze color art sculpture, giftable decorative showpiece",https://zulushop.in/uploads/media/2025/scaled_1000184096_1768292612888_0b3skg.jpg
27837,Y,,lady sitting on elephant art showpiece,1874,2168,2168,800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady sitting on elephant art showpiece, decorative elephant figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible figurine, statement living room accent, traditional art showpiece, bronze finish elephant sculpture, luxury art figurine, giftable decorative showpiece",https://zulushop.in/uploads/media/2025/scaled_1000184079_1768292845742_tceb0o.jpg
27838,Y,,lady sitting on zebra art showpiece,1874,2168,2168,800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady sitting on zebra art showpiece, decorative zebra figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible figurine, statement living room accent, modern animal sculpture, bronze finish zebra statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184065_1768292931180_jipk61.jpg
27839,Y,,lady sitting on giraffe,1874,2168,2168,800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady sitting on giraffe art showpiece, decorative giraffe figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible figurine, statement living room accent, modern animal sculpture, bronze finish giraffe statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184075_1768292987149_8crtgz.jpg
27840,Y,,lady with guitar art showpiece,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady with guitar art showpiece, decorative musician figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, bronze finish guitar statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184032_1768293149739_m9j6e2.jpg
27841,Y,,lady with flute art showpiece,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady with flute art showpiece, decorative musician figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, bronze finish flute statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184037_1768293247077_v8yt0e.jpg
27842,Y,,lady art showpiece with musical instrument,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady art showpiece with musical instrument, decorative musician figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, bronze finish musician statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184099_1768293427100_cp7ciu.jpg
27843,Y,,men art showpiece with musical instrument,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"men art showpiece with musical instrument, decorative musician figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, bronze finish musician statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184100_1768293470092_apjal2.jpg
27845,Y,,boy reading book art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"boy reading book art showpiece, decorative reading figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, bronze finish reading statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184113_1768294517207_4lv4uk.jpg
26986,Y,,medium buddha fountain,1874,2161,2161,3199,Fountains,Outdoor,Furniture,2086,2213,2070,"medium buddha fountain, outdoor water feature, zen garden decor, buddha statue water fountain, decorative garden fountain, spiritual patio accent, meditation area fountain, modern outdoor sculpture, soothing water decor, giftable buddha fountain",https://zulushop.in/uploads/media/2025/scaled_1000179446_1767266990714_mrga35.jpg
26987,Y,,small table top fountain peacock design,1874,2163,2163,499,Fountains,Outdoor,Furniture,2086,2213,2070,"small table top fountain peacock design, decorative peacock fountain, designer tabletop water feature, unique home decor accessory, handcrafted collectible fountain, statement living room accent, modern art peacock sculpture, indoor water fountain decor, soothing water feature, giftable decorative fountain",https://zulushop.in/uploads/media/2025/scaled_1000179445_1767267124849_lkehsq.jpg
26988,Y,,nature vibe big fountain,1874,2163,2163,4999,Fountains,Outdoor,Furniture,2086,2213,2070,"nature vibe big fountain, large outdoor water feature, designer garden fountain, modern nature inspired fountain, decorative outdoor fountain, statement patio decor, soothing water feature, contemporary landscape accent, unique garden sculpture, giftable outdoor fountain",https://zulushop.in/uploads/media/2025/scaled_1000179442_1767267202118_p185do.jpg
27846,Y,,boy sitting art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"boy sitting art showpiece, decorative sitting boy figurine, designer tabletop decor, unique home decor accessory, handcrafted collectible sculpture, statement living room accent, modern art figurine, gold finish art statue, luxury art showpiece, giftable decorative figurine",https://zulushop.in/uploads/media/2025/scaled_1000184114_1768294595875_v53r5y.jpg
26989,Y,,large fountain with mountains engraved,1874,2163,2163,3999,Fountains,Outdoor,Furniture,2086,2213,2070,"large fountain with mountains engraved, designer outdoor water fountain, engraved mountain garden fountain, decorative outdoor fountain, modern landscape water feature, statement patio decor, nature inspired garden sculpture, soothing water feature, luxury outdoor art fountain, giftable garden fountain",https://zulushop.in/uploads/media/2025/scaled_1000179444_1767267317828_6dboij.jpg
26990,Y,,small table top buddha fountain,1874,2161,2161,1499,Fountains,Outdoor,Furniture,2086,2213,2070,"small table top buddha fountain, tabletop buddha water feature, decorative buddha statue fountain, indoor meditation decor, zen tabletop fountain, soothing water decor, modern buddha sculpture fountain, spiritual home accent, unique giftable fountain, handcrafted home decor accessory",https://zulushop.in/uploads/media/2025/scaled_1000179443_1767267400012_91h8i5.jpg
26181,Y,,kids study table,2070,2159,2159,500,Toys & Stationary,,Kids Corner,2202,,2128,"kids study table, portable kids desk, cartoon bear study table, cute kids learning table, lightweight study table for kids, multi purpose children table, kids room furniture, childrens cartoon desk, study table for toddlers, giftable kids study accessory",https://zulushop.in/uploads/media/2025/scaled_ed7eb45d_312e_4aa6_8676_0b13fbe71783289370014341686357_1763651952345_zr506e.jpg
26182,Y,7227,kids study table,2070,2159,2159,500,Toys & Stationary,,Kids Corner,2202,,2128,"kids study table, portable kids desk, cartoon panda study table, cute kids learning table, lightweight study table for kids, multi purpose children table, kids room furniture, table with cup holder for kids, study table for toddlers, giftable kids study accessory",https://zulushop.in/uploads/media/2025/scaled_4eb0b0e7_f48d_4102_b119_ca0d748d59e24390198903507525330_1763652046261_w20hyd.jpg
26183,Y,7227,kids study table,2070,2159,2159,500,Toys & Stationary,,Kids Corner,2202,,2128,"kids study table, portable kids desk, cute bear study table, cartoon animal learning desk, lightweight study table for kids, multipurpose children table, kids room furniture, table with cup holder for kids, study table for toddlers, giftable kids study accessory",https://zulushop.in/uploads/media/2025/scaled_b8464931_bcef_49e7_bdc3_049e241e14315843236439362471323_1763652173614_czs2rc.jpg
27200,Y,10097,round wooden ash tray,1874,2094,2094,149,Bar & Drinkware,,Home Needs,2094,,2201,"round wooden ash tray, wooden barware ashtray, decorative wooden ashtray, home bar accessories, classic cigar ashtray, handcrafted wooden ashtray, square wood metal ashtray, vintage style ashtray, giftable bar and drinkware, tabletop ashtray for home",https://zulushop.in/uploads/media/2025/scaled_1000180671_1767468612785_2oo7ch.jpg
27201,Y,,wooden drink holder,1874,2094,2094,599,Bar & Drinkware,,Home Needs,2094,,2201,"wooden drink holder, bar & drinkware accessory, wooden beverage caddy, rustic wooden bottle holder, multipurpose drink organizer, handcrafted wooden carrier, home bar drink holder, tabletop beverage holder, giftable bar accessory, wooden storage caddy",https://zulushop.in/uploads/media/2025/scaled_1000180642_1767468758813_pvremv.jpg
27847,Y,,girl sitting art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl sitting art showpiece, modern art figurine, decorative home showpiece, abstract sculpture decor, elegant lady statue, tabletop art decor, golden black art figurine, contemporary home accent, giftable art showpiece, stylish female figurine",https://zulushop.in/uploads/media/2025/scaled_1000184115_1768294649376_8va92p.jpg
27202,Y,,wooden drink holder,1874,2094,2094,599,Bar & Drinkware,,Home Needs,2094,,2201,"wooden drink holder, bar & drinkware accessory, wooden beverage caddy, rustic wooden bottle holder, multipurpose drink organizer, handcrafted wooden carrier, home bar drink holder, tabletop beverage holder, giftable bar accessory, wooden storage caddy",https://zulushop.in/uploads/media/2025/scaled_1000180637_1767468831790_m35y9o.jpg
27848,Y,,girl reading book art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl reading book art showpiece, modern art figurine, decorative home showpiece, abstract sculpture decor, elegant lady statue, tabletop art decor, golden black art figurine, contemporary home accent, giftable art showpiece, stylish female figurine",https://zulushop.in/uploads/media/2025/scaled_1000184116_1768294714784_fd6ehi.jpg
27849,Y,,love buds art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"love buds art showpiece, modern art figurine, decorative home showpiece, abstract sculpture decor, romantic couple figurine, tabletop art decor, golden black art figurine, contemporary home accent, giftable art showpiece, stylish couple statue",https://zulushop.in/uploads/media/2025/scaled_1000184038_1768294957376_trtp6v.jpg
27850,Y,,love buds art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"love buds art showpiece, modern art figurine, decorative home showpiece, abstract sculpture decor, musician couple figurine, tabletop art decor, golden black art figurine, contemporary home accent, giftable art showpiece, stylish couple statue",https://zulushop.in/uploads/media/2025/scaled_1000184036_1768295037353_3ad7j1.jpg
27851,Y,,love buds art showpiece,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"love buds art showpiece, modern art figurine, decorative home showpiece, abstract sculpture decor, musician couple figurine, tabletop art decor, golden black art figurine, contemporary home accent, giftable art showpiece, stylish couple statue",https://zulushop.in/uploads/media/2025/scaled_1000184053_1768295119941_gt5m14.jpg
27852,Y,,men face statue,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"men face statue, abstract face sculpture, decorative home showpiece, modern art figurine, tabletop art decor, contemporary home accent, wooden art statue, geometric face sculpture, giftable art showpiece, stylish male figurine",https://zulushop.in/uploads/media/2025/scaled_1000184060_1768295244068_ie0aye.jpg
27853,Y,,men face statue,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"men face statue, abstract face sculpture, decorative home showpiece, modern art figurine, tabletop art decor, contemporary home accent, wooden art statue, geometric face sculpture, giftable art showpiece, stylish male figurine",https://zulushop.in/uploads/media/2025/scaled_1000184019_1768295310792_w8b848.jpg
27854,Y,,men face statue,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"men face statue, abstract face sculpture, decorative home showpiece, modern art figurine, tabletop art decor, contemporary home accent, wooden art statue, geometric face sculpture, giftable art showpiece, stylish male figurine",https://zulushop.in/uploads/media/2025/scaled_1000184020_1768295351823_iy0mh8.jpg
27855,Y,,girl art showpiece with musical instrument,1874,2168,2168,300,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl art showpiece with musical instrument, modern art figurine, decorative home showpiece, musician girl sculpture, tabletop art decor, golden black art figurine, contemporary home accent, saxophone player statue, giftable art showpiece, stylish girl figurine",https://zulushop.in/uploads/media/2025/scaled_1000184045_1768295507457_mu69ml.jpg
27856,Y,,girl art showpiece with guitar,1874,2168,2168,300,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl art showpiece with guitar, modern art figurine, decorative home showpiece, musician girl sculpture, tabletop art decor, golden black art figurine, contemporary home accent, guitar player statue, giftable art showpiece, stylish girl figurine",https://zulushop.in/uploads/media/2025/scaled_1000184029_1768295581929_hsmezs.jpg
27857,Y,,girl art showpiece with guitar,1874,2168,2168,300,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl art showpiece with violin, modern art figurine, decorative home showpiece, musician girl sculpture, tabletop art decor, golden black art figurine, contemporary home accent, violin player statue, giftable art showpiece, stylish girl figurine",https://zulushop.in/uploads/media/2025/scaled_1000184021_1768295642108_uw0it9.jpg
27858,Y,,girl art showpiece with musical instrument,1874,2168,2168,300,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"musician art showpiece with trumpet, modern art figurine, decorative home showpiece, musician sculpture, tabletop art decor, golden black art figurine, contemporary home accent, trumpet player statue, giftable art showpiece, stylish musician figurine",https://zulushop.in/uploads/media/2025/scaled_1000184034_1768295711877_z23mmy.jpg
27859,Y,,girl art showpiece with musical instrument,1874,2168,2168,300,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"girl art showpiece with trumpet, modern art figurine, decorative home showpiece, musician girl sculpture, tabletop art decor, golden black art figurine, contemporary home accent, trumpet player statue, giftable art showpiece, stylish girl figurine",https://zulushop.in/uploads/media/2025/scaled_1000184044_1768295868935_63mbqn.jpg
27860,Y,,art showpiece for home decor,1874,2168,2168,800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"art showpiece for home decor, muscular dog figurine, modern art sculpture, decorative home showpiece, tabletop dog decor, black gold art figurine, contemporary home accent, bodybuilder dog statue, quirky home decor gift, stylish animal figurine",https://zulushop.in/uploads/media/2025/scaled_1000184082_1768296035158_0d25k8.jpg
27861,Y,,cat art showpiece for decor,1874,2168,2168,650,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"cat art showpiece for decor, modern cat figurine, decorative home showpiece, tabletop cat decor, black gold art figurine, contemporary home accent, quirky animal art sculpture, stylish cat figurine, luxury home decor accent, giftable art showpiece",https://zulushop.in/uploads/media/2025/scaled_1000180138_1768296140896_enkwde.jpg
27862,Y,,lady art statue,1874,2168,2168,500,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady art statue, modern art figurine, decorative home showpiece, elegant woman sculpture, tabletop art decor, multicolor art figurine, contemporary home accent, stylish lady figurine, giftable art showpiece, ethnic woman decor",https://zulushop.in/uploads/media/2025/scaled_1000184074_1768296315464_wj68p1.jpg
27863,Y,7145,small turtle,1874,2168,2168,250,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"small turtle art figurine, decorative home showpiece, tabletop turtle decor, animal art sculpture, classic turtle figurine, ivory finish decor accent, stylish animal figurine, contemporary home accent, giftable turtle showpiece, nature inspired home decor",https://zulushop.in/uploads/media/2025/scaled_1000183656_1768296927284_xnqpdj.jpg
27883,Y,,farmer statue (art showpiece ),1874,2168,2168,700,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"farmer statue art showpiece, decorative home showpiece, modern art figurine, tabletop farmer decor, black gold art figurine, contemporary home accent, rustic village farmer sculpture, giftable art showpiece, stylish farmer figurine, ethnic home decor accent",https://zulushop.in/uploads/media/2025/scaled_1000184066_1768301510494_xpdbaa.jpg
27884,Y,,farmer statue (art showpiece),1874,2168,2168,700,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"farmer statue art showpiece, decorative home showpiece, modern art figurine, tabletop farmer decor, black gold art figurine, contemporary home accent, rustic village farmer sculpture, stylish farmer figurine, ethnic home decor accent, giftable art showpiece",https://zulushop.in/uploads/media/2025/scaled_1000184035_1768301558158_y04ps3.jpg
27885,Y,,farmer statue (art showpiece),1874,2168,2168,700,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"farmer statue art showpiece, decorative home showpiece, modern art figurine, tabletop farmer decor, black gold art figurine, contemporary home accent, basket holding statue, rustic village farmer sculpture, stylish farmer figurine, giftable art showpiece",https://zulushop.in/uploads/media/2025/scaled_1000184054_1768301610198_eind46.jpg
27886,Y,,rajasthani lady statue (art showpiece),1874,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"rajasthani lady statue art showpiece, decorative home showpiece, modern art figurine, tabletop lady decor, black gold art figurine, contemporary home accent, stylish rajasthani figurine, ethnic woman sculpture, giftable art showpiece, folk art inspired decor",https://zulushop.in/uploads/media/2025/scaled_1000184070_1768301743796_pmm9jm.jpg
27887,Y,,rajasthani lady statue,1874,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"rajasthani lady statue art showpiece, decorative home showpiece, modern art figurine, tabletop lady decor, multicolor art sculpture, contemporary home accent, stylish rajasthani figurine, ethnic woman sculpture, giftable art showpiece, folk art inspired decor",https://zulushop.in/uploads/media/2025/scaled_1000184074_1768301797310_n04nj3.jpg
27888,Y,,rajasthani lady statue,1874,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"rajasthani lady statue art showpiece, decorative home showpiece, modern art figurine, tabletop lady decor, multicolor art sculpture, contemporary home accent, stylish rajasthani figurine, ethnic woman sculpture, giftable art showpiece, folk art inspired decor",https://zulushop.in/uploads/media/2025/scaled_1000184135_1768302438984_qxli06.jpg
27889,Y,,rajasthani lady art statue,1874,2168,2168,600,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"rajasthani lady art statue, decorative home showpiece, modern art figurine, tabletop lady decor, multicolor art sculpture, contemporary home accent, stylish rajasthani figurine, ethnic woman sculpture, giftable art showpiece, folk art inspired decor",https://zulushop.in/uploads/media/2025/scaled_1000184136_1768302484915_4nu4jv.jpg
26185,Y,7227,kids study table,1874,1906,1906,500,Toys & Stationary,,Kids Corner,2202,,2128,"kids study table, portable kids desk, cartoon panda table, cute study table for kids, children's writing desk, colorful study table, bedroom study table for kids, lightweight kids furniture, kids laptop table, giftable kids stationery",https://zulushop.in/uploads/media/2025/scaled_addee631_7e63_49a1_b1d5_68e048be61217148708394315685675_1763652244699_ynzy5y.jpg
26186,Y,7227,kids study table,1874,2191,2191,500,Toys & Stationary,,Kids Corner,2202,,2128,"kids study table, portable kids desk, cute animal study table, children's writing desk, cartoon desk for kids, playful bedroom study table, lightweight kids furniture, kids laptop table, colorful study table for kids, giftable kids stationery",https://zulushop.in/uploads/media/2025/scaled_3e3b3a5d_91c6_404f_a2c0_878ad8cb16e27037821171230224001_1763652297293_qhr6mi.jpg
